Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
103687,1,0.872023268,40,0,0.363325441,3800.0,4,2,0,2,3.0
57421,1,0.14114514,33,1,0.413917217,5000.0,8,0,2,3,2.0
112097,0,0.152243341,50,0,0.227064426,11128.0,9,0,2,0,2.0
33420,1,0.830564784,35,1,1480.0,,2,0,0,0,0.0
2477,1,0.986295215,50,3,0.170919325,5329.0,6,0,2,1,1.0
45610,1,0.9999999,37,1,0.36031984,2000.0,10,0,0,1,0.0
104507,0,0.319285923,27,0,0.176955761,4000.0,6,0,0,0,2.0
141103,1,0.385857033,58,0,345.0,,5,0,0,1,0.0
8876,1,0.943891214,57,3,0.837265094,2500.0,20,0,0,0,0.0
227,1,1.953488372,38,0,0.153500141,3556.0,5,0,0,0,2.0
24227,1,1.039410305,37,1,0.232461256,6000.0,6,1,0,2,0.0
135375,0,0.11336083,43,0,0.224516409,4600.0,2,0,1,0,2.0
16229,0,0.199612524,42,0,0.05062625,9500.0,4,0,0,0,0.0
5251,1,0.9999999,27,0,0.115247806,4216.0,2,0,0,1,0.0
24625,1,0.9999999,41,2,0.145356102,2400.0,2,0,0,0,3.0
109747,0,0.057384174,47,0,0.886022795,5000.0,12,0,2,0,0.0
3303,0,0.177524045,49,1,0.417318329,5242.0,9,0,2,0,2.0
116966,1,0.929017746,43,1,0.501684762,2670.0,4,0,2,1,4.0
65992,0,0.034704808,57,0,0.122903115,2920.0,9,0,1,0,0.0
65123,1,0.099520424,33,1,2.257722235,4240.0,10,0,3,0,0.0
70240,1,0.186440678,53,0,0.402287357,16000.0,12,0,2,0,2.0
147290,1,0.620619357,50,2,0.705746159,4750.0,8,0,1,3,0.0
96132,0,0.054678643,44,0,5390.0,,7,0,3,0,1.0
7757,0,0.912208779,47,0,0.412158681,1940.0,9,0,0,0,0.0
69013,0,0.137552103,56,0,0.353232917,5443.0,8,0,1,0,1.0
88208,0,0.220845094,70,0,0.091779159,14000.0,20,0,0,0,0.0
33661,1,0.000571137,57,0,1.542582967,2500.0,19,0,2,0,0.0
643,1,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0
93642,0,0.32358656,46,0,3158.0,,7,0,1,0,3.0
124451,0,0.9999999,29,0,0.52567015,2200.0,4,0,1,0,1.0
103248,0,0.067958925,48,0,0.235384401,7166.0,4,0,1,0,1.0
125093,0,0.876678083,55,0,0.489269389,12906.0,11,0,3,0,2.0
69957,0,0.135041124,57,0,0.014170619,17500.0,6,0,0,0,0.0
121148,0,0.9999999,31,0,0.487748851,1305.0,2,0,0,0,0.0
43413,0,0.941922581,52,0,0.91622027,4666.0,9,0,2,0,0.0
113351,1,0.9999999,46,1,14.0,,0,2,0,2,0.0
109722,1,0.360614514,56,1,0.355334918,7150.0,18,0,1,0,0.0
22646,0,0.015645507,65,0,0.012183693,3200.0,5,0,0,0,0.0
62306,1,0.9999999,35,0,2.044636909,1500.0,3,0,1,0,1.0
46706,1,0.976458488,60,4,0.651220919,5200.0,12,1,1,0,2.0
108328,0,0.074797478,40,0,0.069474442,8333.0,10,0,0,0,0.0
148551,0,0.617712273,49,0,0.321415803,8390.0,10,0,1,0,4.0
135706,1,0.9999999,38,1,0.302750119,4217.0,2,1,2,0,2.0
47015,0,0.376393899,62,0,0.667688182,5220.0,17,0,2,0,0.0
119986,0,0.000114282,48,0,0.251718535,8000.0,6,0,2,0,3.0
8146,1,0.9999999,43,0,0.098250336,5200.0,2,0,0,1,1.0
86235,0,0.064583144,47,0,0.409843351,9000.0,12,0,2,0,1.0
5165,0,0.116990284,62,0,0.222879684,1520.0,5,0,0,0,1.0
26774,0,0.014452856,88,0,19.0,,5,0,0,0,0.0
45118,1,0.559139785,77,1,0.202570816,4200.0,2,1,0,0,0.0
11666,0,0.9999999,35,1,0.364468864,2183.0,7,0,0,0,1.0
53073,0,0.101643013,35,0,0.43647647,5800.0,8,0,1,0,0.0
49719,1,0.351750973,70,2,0.946017994,3000.0,5,2,2,0,0.0
110435,0,0.9999999,52,0,0.291370863,10000.0,5,0,3,0,0.0
34099,1,0.99090294,45,2,0.268474436,4830.0,5,0,0,0,3.0
90694,1,0.257380114,60,1,0.408383003,5200.0,5,0,1,0,0.0
1600,1,0.9999999,35,1,0.900911497,3400.0,6,0,2,0,0.0
54810,1,0.934383202,42,0,38.0,,2,1,0,0,0.0
33337,1,0.581513568,74,2,0.634363718,8863.0,17,0,4,1,1.0
124832,1,0.0,38,4,0.47289486,6400.0,12,0,2,1,0.0
40475,0,0.854461301,57,1,0.256599594,10833.0,6,0,1,0,2.0
19559,1,0.364406058,63,1,2582.0,,9,0,3,0,0.0
96977,1,0.922077922,41,2,0.435560231,1900.0,4,0,1,1,2.0
39377,0,0.207161781,47,0,0.36037844,6975.0,10,0,1,0,4.0
57782,1,0.9999999,44,0,0.077184563,5000.0,1,0,0,1,0.0
7325,1,0.475980001,39,1,0.521492836,3000.0,3,0,2,0,3.0
72042,1,0.820907955,49,1,0.584204413,1721.0,5,0,0,0,0.0
53143,0,0.03412815,39,0,0.096040113,7777.0,11,0,0,0,3.0
85405,0,0.979002333,53,3,0.3642413,9166.0,6,1,0,3,1.0
52473,1,0.477751079,52,0,0.426661241,17200.0,10,0,2,0,1.0
57552,0,0.29197746,63,1,4387.0,,15,1,2,0,0.0
117992,0,0.873376373,45,0,6564.0,,9,0,2,0,0.0
122950,1,0.969037252,60,7,0.383110835,6441.0,7,0,2,0,2.0
68217,0,0.000714257,67,0,0.0,,5,0,0,0,0.0
54697,1,0.154595253,44,0,76.0,,6,0,0,0,0.0
69160,0,0.003925829,74,0,4.0,,5,0,0,0,0.0
124994,0,0.056621039,60,0,2363.0,,19,0,2,0,0.0
62855,1,0.9999999,53,0,0.0,,2,1,0,3,0.0
42767,0,0.02937194,68,0,0.003331945,2400.0,3,0,0,0,0.0
115299,1,0.9999999,33,1,0.266589729,1732.0,2,0,0,0,0.0
92932,0,0.017677755,63,0,0.043991202,5000.0,6,0,0,0,0.0
9816,1,0.521801393,44,0,0.11936008,8000.0,4,0,0,0,2.0
123021,0,0.079565341,80,0,0.02416264,6000.0,8,0,0,0,1.0
75390,1,0.256327786,39,1,548.0,,5,0,0,0,0.0
133704,1,0.293350717,69,0,0.684572142,1600.0,12,0,1,1,0.0
8561,1,0.0,45,0,0.733066733,4000.0,11,0,3,0,0.0
110492,0,0.569553881,39,3,0.322425659,7700.0,8,0,1,0,5.0
801,1,0.962946947,50,0,0.68127587,4106.0,8,0,1,1,0.0
23269,1,0.377586446,57,1,0.17817078,7576.0,6,1,0,0,1.0
133037,0,0.929854958,30,1,0.369259606,3200.0,9,0,0,0,1.0
127790,0,0.237918808,53,0,0.271337832,10075.0,9,0,2,0,0.0
59331,0,0.543340538,47,0,0.149738696,4400.0,11,0,0,0,2.0
125,0,0.277956679,39,0,4090.0,,9,0,2,0,0.0
53153,1,0.533716932,26,1,0.197786505,2800.0,5,0,0,0,0.0
120340,0,0.303189566,61,0,0.662947399,6900.0,13,0,3,0,0.0
5606,0,0.04947108,38,0,598.0,,8,0,0,0,3.0
22150,0,0.806387226,32,0,0.063688213,4207.0,3,0,0,0,3.0
31142,0,0.798120188,38,0,0.45407279,4615.0,2,0,1,0,1.0
132799,0,0.665433364,67,0,0.221529671,7700.0,10,0,1,0,0.0
66162,0,0.431291817,39,0,0.577211394,2000.0,11,0,1,0,2.0
107721,0,0.9999999,50,0,61.0,,0,2,0,0,0.0
11087,0,0.192772431,63,1,0.216567256,17938.0,18,0,2,0,0.0
82403,0,0.81976524,41,0,0.39187178,8734.0,10,0,2,0,5.0
126577,1,0.075022023,48,0,0.278307612,5766.0,13,0,2,0,1.0
35535,1,1.22558538,50,3,817.0,,12,3,0,0,0.0
26353,0,0.121270298,31,0,0.228885557,2000.0,5,0,0,0,0.0
115633,0,0.0,73,0,0.221837088,7500.0,3,0,1,0,0.0
109836,0,0.99187741,44,0,0.750617839,4450.0,11,0,1,0,2.0
38492,0,0.060162702,69,0,89.0,,9,0,0,0,0.0
96129,1,1.091734787,22,0,86.0,,2,0,0,1,
139894,1,0.968080935,54,0,0.620920112,6433.0,4,0,1,0,1.0
22129,1,0.9999999,26,0,196.0,,2,3,0,0,0.0
137239,0,0.0,33,0,0.443611371,3200.0,10,0,0,0,0.0
33967,0,0.027324225,26,0,0.003766478,530.0,1,0,0,0,0.0
25765,1,0.895443508,46,4,1297.0,,6,1,0,0,0.0
105351,1,0.826293427,42,1,0.10996858,3500.0,4,0,0,0,0.0
46105,0,0.086913087,30,0,0.930143946,2361.0,8,0,1,0,1.0
117000,0,0.495084546,28,0,0.214781543,2448.0,7,0,0,0,0.0
69356,0,0.034021123,46,0,0.012724381,4400.0,7,0,0,0,0.0
26363,0,0.311373309,62,0,0.341587302,4724.0,4,0,1,0,1.0
125842,1,1.997429306,41,0,0.327934413,5000.0,6,0,0,1,3.0
50087,0,0.014373007,66,1,0.121575157,101500.0,17,0,5,0,3.0
61705,1,0.100257069,43,0,0.02657543,6283.0,3,0,0,0,3.0
142748,0,0.460217297,52,0,0.374735356,2833.0,8,0,0,0,0.0
63651,0,0.014452116,58,0,0.220049729,8847.0,11,0,1,0,3.0
54290,0,0.042563367,66,0,669.0,,5,0,1,0,0.0
9074,1,0.840638276,58,1,0.775048902,4600.0,12,0,2,0,3.0
95119,0,0.189509017,67,0,0.042770388,96000.0,24,0,1,0,0.0
102774,1,0.718658668,46,0,5932.0,,6,0,2,0,2.0
19563,0,0.334414109,62,0,0.248045411,18673.0,9,0,3,0,3.0
53017,1,0.9999999,39,0,0.000608871,21350.0,0,1,0,0,2.0
95361,0,0.077629306,36,3,0.318013224,6200.0,5,0,1,1,1.0
66914,0,0.9999999,34,1,0.132746901,2500.0,3,0,0,0,1.0
126386,1,0.393532246,58,0,0.36131934,2000.0,6,0,0,0,0.0
106347,1,0.827592968,51,0,0.322573703,9293.0,12,0,1,0,5.0
44271,1,0.88384755,45,0,28.0,,2,0,0,0,3.0
27269,1,0.9999999,44,0,0.562771818,3448.0,1,1,1,0,0.0
30311,0,0.082393618,75,0,854.0,,7,0,1,0,0.0
58314,1,0.174354884,53,1,0.346685083,2895.0,16,0,0,0,0.0
55776,1,0.0,37,0,0.304529393,9338.0,6,0,2,0,2.0
119200,0,0.0,61,0,2.701622971,800.0,4,0,1,0,0.0
142471,0,0.870194794,67,0,0.180161943,2963.0,2,0,0,0,0.0
98713,0,0.003244149,43,0,0.651185771,7083.0,8,0,3,0,0.0
87103,1,0.140060234,56,2,1.099686173,5416.0,52,0,2,0,0.0
135819,1,0.9999999,66,2,0.050919755,3750.0,1,2,0,0,0.0
125091,1,0.146783481,61,0,0.045082712,5500.0,11,0,0,0,0.0
37849,0,0.097448879,50,0,3350.0,,7,0,1,0,
52590,0,0.174608464,30,0,0.002571135,5833.0,1,0,0,0,0.0
5487,1,0.851005275,62,0,0.40008726,4583.0,7,0,1,0,0.0
115160,1,1.16429776,40,4,0.166001925,7270.0,14,0,0,2,0.0
108789,1,0.779512321,74,0,0.788605697,2000.0,11,0,1,0,0.0
23865,0,0.247681002,40,0,0.528841717,6500.0,9,0,2,0,3.0
31842,1,0.9999999,50,0,0.004284694,4200.0,0,1,0,0,0.0
30074,0,0.021909794,41,0,0.183824317,9334.0,4,0,2,0,4.0
32889,0,0.400335992,63,0,0.576792772,7083.0,17,0,2,0,0.0
148614,0,0.088622326,45,0,0.226201134,3350.0,4,0,0,0,2.0
96264,0,0.301843049,52,0,0.432597505,11460.0,11,0,2,0,2.0
50183,0,0.078384159,44,0,1664.0,0.0,9,0,1,0,2.0
65137,0,0.037788479,59,0,3248.0,,14,0,2,0,0.0
33947,1,0.598748883,56,3,0.524658217,18066.0,12,2,2,0,1.0
38437,1,0.429246744,60,3,1.50041632,1200.0,16,0,0,0,0.0
5204,1,0.840035548,44,1,0.661267746,5000.0,6,0,2,0,1.0
126391,0,0.309805852,30,0,0.599034649,5800.0,9,0,3,0,0.0
16989,0,0.321466563,78,0,0.250999556,2250.0,10,0,0,0,0.0
27558,0,0.00499987,46,0,0.264867566,2000.0,11,0,1,0,1.0
43896,1,1.026378897,23,0,0.280266568,2700.0,5,0,0,0,1.0
87938,1,0.316467895,37,0,0.708876098,3300.0,4,0,1,0,2.0
15514,0,0.458498449,53,0,0.374609702,13130.0,17,0,2,0,0.0
15844,0,0.081091891,29,1,0.005440943,4410.0,3,0,0,0,0.0
46194,1,0.239152173,62,0,0.509216847,8950.0,15,0,2,0,0.0
48181,0,0.0,69,0,0.195573923,7500.0,6,0,1,0,0.0
21048,1,0.36977058,48,0,0.190155739,5200.0,9,0,0,0,2.0
136214,1,0.29326114,43,0,0.496038035,4416.0,14,0,2,0,1.0
6407,1,0.314595927,63,1,0.338830585,3334.0,11,0,1,0,1.0
132026,1,0.982543641,44,1,737.0,,3,1,0,1,0.0
132242,0,0.148276645,54,1,238.5,1.0,8,0,0,0,1.0
19712,0,0.008878134,43,0,30.0,,14,0,0,0,0.0
119151,1,0.085681258,64,0,2122.0,,7,1,1,0,
142295,1,0.0,57,1,0.279113753,3700.0,8,0,1,0,0.0
70251,1,0.9999999,56,2,0.737290464,3638.0,5,1,2,1,0.0
8349,0,0.527096239,46,2,0.736554047,9500.0,11,0,2,0,2.0
148711,0,0.666587311,29,0,1.083333333,3671.0,7,0,1,0,0.0
84240,0,0.0,69,0,133.0,,6,0,1,0,1.0
138502,1,0.056483498,40,1,0.507411908,4114.0,20,0,1,0,2.0
100217,0,0.012048585,57,0,0.01614143,1300.0,5,0,0,0,2.0
118651,1,0.536601294,47,0,0.168255843,11850.0,7,1,0,0,3.0
134782,1,0.967489666,34,0,0.254883864,6500.0,7,1,0,3,2.0
32943,1,0.958279009,72,0,0.333541537,1600.0,12,1,0,0,0.0
67387,0,0.125580758,49,0,0.69945179,3100.0,11,0,1,0,2.0
84490,1,0.018940492,89,1,0.593009119,3289.0,13,1,1,2,0.0
146484,0,0.111456247,52,0,0.223615969,8290.0,19,0,1,0,2.0
22514,1,0.99040096,45,0,2461.0,,3,1,1,0,0.0
15095,0,0.162588826,38,0,0.407258988,8733.0,5,0,1,0,0.0
132732,0,0.068387843,53,0,1.397556913,1800.0,20,0,2,0,0.0
90343,0,0.121693915,66,0,0.197501008,4961.0,5,0,0,0,1.0
72133,1,0.776100382,45,2,1876.0,,10,0,1,2,2.0
51201,1,0.97029703,44,1,0.55922039,2000.0,11,0,1,0,3.0
2659,0,0.188116791,54,0,0.460296772,9973.0,30,0,2,0,0.0
10127,1,0.595152206,40,0,1501.0,,5,0,1,0,1.0
142051,0,0.05267203,65,0,0.138191513,4500.0,12,0,0,0,0.0
1714,1,0.9999999,52,0,0.237812128,6727.0,2,4,0,1,1.0
67861,1,1.095175535,53,0,1.024675601,4700.0,5,2,3,0,0.0
139114,1,0.008997751,32,2,0.413834466,2500.0,8,0,1,0,1.0
4360,1,0.322643631,44,2,0.057744028,6320.0,7,0,0,0,1.0
30020,0,0.017293807,40,0,0.279836008,20000.0,16,0,2,0,3.0
135325,1,0.0,27,0,0.637326015,5100.0,12,0,4,0,1.0
107859,0,0.244043429,60,2,0.547994269,4187.0,17,0,2,0,0.0
73234,1,0.9999999,47,0,0.004052959,3700.0,0,1,0,0,0.0
119904,1,0.636307407,54,1,0.515296941,5000.0,10,0,1,0,0.0
6723,1,0.201437366,63,1,0.157312358,7500.0,8,0,1,0,1.0
27691,1,0.9999999,68,1,0.786108919,1266.0,4,0,3,1,0.0
92509,1,0.302620913,54,1,0.085496712,8666.0,8,0,0,0,0.0
30007,1,0.945346698,55,4,1.608956417,2500.0,17,0,1,6,1.0
117469,0,0.241724061,29,0,465.0,,2,0,0,0,
10495,0,0.263167292,35,0,0.317128578,2200.0,5,0,0,0,0.0
71127,0,0.025499203,36,0,0.856931608,2704.0,13,0,2,0,2.0
138276,1,1.016496243,48,2,3.274362819,666.0,4,0,1,0,3.0
28360,1,0.9999999,30,0,0.050885961,2200.0,2,1,0,0,0.0
127496,0,0.520940916,57,1,0.823404556,7066.0,16,0,2,0,1.0
49886,0,0.026423065,58,0,0.085190264,5833.0,18,0,0,0,0.0
89904,1,0.934452438,47,3,0.979155064,12568.0,9,0,3,0,2.0
59260,0,0.685466291,49,0,0.880717804,5683.0,8,0,3,0,1.0
139211,1,0.900637692,61,1,0.602236422,5633.0,8,0,2,1,0.0
7034,1,1.060939061,39,2,0.574440433,6924.0,6,3,4,2,0.0
87101,1,1.009080706,46,3,0.502532658,3750.0,5,0,0,0,4.0
101577,0,0.239906815,54,0,0.54038282,4283.0,7,0,1,0,0.0
82737,1,0.13138827,51,4,0.068450039,5083.0,7,0,0,0,0.0
42343,1,0.9999999,32,1,0.372937294,1211.0,3,0,0,0,1.0
54370,0,0.030498614,69,0,0.118587608,1500.0,6,1,0,0,2.0
29369,0,0.403641166,52,0,509.0,,7,0,1,0,0.0
76227,0,0.000925289,70,0,0.000327261,9166.0,10,0,0,0,0.0
49269,0,0.094577124,50,0,0.297460701,10750.0,14,0,1,0,2.0
130027,0,0.146601008,58,0,0.266568382,29166.0,8,0,2,0,1.0
94484,1,0.324621569,44,1,1.000898992,15572.0,30,0,13,0,3.0
63693,1,0.223283206,53,1,0.202449388,4000.0,22,0,0,1,0.0
82186,1,0.616922993,35,1,1.111591073,4166.0,13,0,4,0,3.0
29260,1,0.871272832,38,0,811.0,,20,0,0,1,0.0
126334,1,0.106627216,35,0,0.384661534,10000.0,7,0,2,0,2.0
149391,0,0.0,54,0,0.0,,4,0,0,0,0.0
72722,1,1.08095952,61,4,1.075732449,1808.0,8,3,1,2,0.0
91431,1,0.9999999,38,0,5.0,,1,0,0,0,
100818,0,0.008000901,41,0,1.490339773,1500.0,38,0,1,0,0.0
42413,0,0.21466808,53,0,0.1979901,6666.0,12,0,0,0,1.0
39808,1,0.772901946,47,0,0.528277932,8663.0,7,0,2,1,0.0
133218,1,0.325214716,43,0,619.0,,3,1,0,1,0.0
49806,1,0.822650536,41,0,0.855485935,7500.0,9,0,2,0,1.0
114233,1,0.995950101,53,0,0.421786702,8316.0,3,0,1,0,0.0
41577,1,1.025750603,61,3,0.336665334,2500.0,8,1,0,1,0.0
107130,0,0.852155892,50,0,0.358771298,12500.0,8,0,1,0,2.0
14869,0,0.890578591,41,3,0.387021475,6425.0,10,0,1,0,2.0
115185,1,0.785049709,40,2,0.19542966,4200.0,5,0,0,0,1.0
11686,1,0.9999999,31,0,0.0,1600.0,0,2,0,0,0.0
99784,0,0.10148102,53,0,0.358586981,4500.0,8,0,1,0,0.0
89623,0,0.220591391,32,0,0.569252737,2100.0,7,0,1,0,0.0
120156,1,0.328945703,60,4,0.010150328,7782.0,7,0,0,1,0.0
18367,1,0.0,29,0,0.325306679,2200.0,12,0,0,0,0.0
124167,1,0.32720681,59,1,4.799674267,1841.0,20,0,5,0,0.0
49842,1,0.9999999,29,0,707.0,,5,0,0,0,0.0
59666,0,0.038637816,38,0,0.465620674,6500.0,7,0,1,0,2.0
16848,1,0.642071586,42,0,0.39314379,7350.0,5,1,2,0,1.0
93293,0,0.749492803,59,0,0.385131556,5662.0,5,0,1,0,1.0
45827,1,0.793012525,34,0,0.400127632,4700.0,16,1,1,0,1.0
68154,0,0.104243104,64,0,0.622738002,5083.0,6,0,2,0,1.0
132648,1,1.013289037,38,0,0.002367798,3800.0,1,0,0,0,0.0
30831,0,0.673817955,35,0,250.0,1.0,4,0,0,0,1.0
134866,0,0.115766696,45,0,0.346649107,6833.0,5,0,1,0,0.0
40185,1,0.508166969,29,0,2556.0,,6,0,2,0,0.0
60233,1,0.716916601,35,0,0.021450645,5500.0,4,0,0,1,3.0
61186,0,0.047027483,62,0,1558.0,,10,0,1,0,0.0
25599,1,0.923949783,50,1,0.544208256,6491.0,6,0,2,2,0.0
138327,1,0.992001524,45,7,2.594043887,637.0,10,1,1,1,0.0
24682,0,0.122368052,50,2,0.555088982,5000.0,17,0,3,0,0.0
59274,0,0.293505433,26,0,610.0,,9,0,0,0,0.0
88350,1,0.467536126,40,0,0.388768539,6000.0,8,0,2,0,0.0
62515,1,0.974301285,44,1,0.34495688,8000.0,8,0,1,0,0.0
128762,1,0.749707558,49,0,0.370859445,4467.0,10,1,1,1,1.0
47199,0,0.123314942,67,0,0.675735702,1800.0,6,0,1,0,1.0
104771,0,0.487158975,79,1,3560.0,,20,0,3,0,0.0
63513,1,0.856391373,38,0,539.0,,5,1,0,1,0.0
58427,1,0.545914263,26,0,0.563575791,1800.0,6,0,1,0,0.0
46054,1,0.136308619,35,0,4.59066994,2850.0,14,0,6,0,0.0
8919,1,1.055090798,62,3,937.0,,9,2,2,3,
77294,1,0.668992809,28,0,0.412044751,4200.0,9,0,1,0,0.0
148205,1,0.9999999,28,0,0.048694425,2833.0,2,2,0,1,0.0
109680,1,0.550105915,53,0,0.435736172,6200.0,12,0,1,0,1.0
129549,0,0.166135478,38,0,0.490431305,3500.0,10,0,1,0,0.0
72678,1,0.116602793,40,0,0.424876847,2435.0,7,0,0,0,2.0
85610,1,0.67309065,24,1,0.276395799,1808.0,2,1,0,2,0.0
143075,0,0.0,53,0,0.714855434,7020.0,12,0,3,0,1.0
106265,0,0.000826412,36,1,0.07571116,6854.0,10,0,0,0,4.0
92880,0,0.182798326,65,0,0.102419355,3719.0,10,0,0,0,0.0
133607,0,0.524284836,46,0,3898.0,,10,0,1,0,0.0
92266,1,0.881076071,28,0,0.261956341,6000.0,12,0,0,2,0.0
1007,0,0.257067036,37,0,0.291809152,6140.0,6,0,0,0,4.0
87670,1,0.9999999,27,0,0.0,2000.0,0,1,0,1,0.0
60252,1,0.899010492,51,1,0.429801416,7200.0,12,0,1,0,0.0
121284,0,0.0,39,1,0.465420783,8400.0,7,0,2,0,1.0
84061,1,0.38807648,43,1,0.548631579,14249.0,15,0,7,0,2.0
24919,0,0.9999999,65,0,858.0,,2,0,1,0,0.0
118040,0,0.990648178,36,0,0.650401482,1618.0,4,0,0,0,2.0
23236,0,0.001333306,92,0,0.000285633,3500.0,5,0,0,0,0.0
54665,1,0.9999999,40,0,0.009996002,2500.0,1,0,0,0,0.0
86538,0,1.027746532,37,1,0.670195871,5666.0,9,0,2,0,2.0
48734,0,0.354409257,73,0,0.551432292,3071.0,6,0,1,0,2.0
51286,0,0.9999999,79,0,22.0,,1,0,1,0,0.0
18823,0,1.015873016,28,0,0.165846803,2845.0,2,0,0,1,0.0
10769,1,0.751198392,45,1,1944.0,,15,0,1,0,0.0
124435,0,0.213345123,54,0,0.536800785,8151.0,13,0,2,0,1.0
101881,0,0.039317171,60,0,0.190212916,8500.0,17,0,1,0,1.0
124342,1,0.9999999,61,1,0.177387362,3528.0,2,1,0,0,0.0
121468,1,0.155550617,61,2,0.156968606,5000.0,7,0,0,1,0.0
145636,1,0.9999999,53,2,0.001818549,4948.0,1,3,0,0,0.0
76076,0,0.162734906,58,0,0.005997001,2000.0,3,1,0,0,0.0
34665,1,0.028968819,59,1,0.418292083,6100.0,8,0,2,1,0.0
50981,1,0.995311501,43,1,0.77674558,3336.0,17,0,2,1,1.0
7270,1,0.86035692,41,1,1863.0,,6,5,2,1,0.0
87754,1,0.857834449,46,1,0.584051994,8000.0,9,0,2,0,3.0
31760,1,0.407282256,41,5,0.553357161,7833.0,15,0,1,0,1.0
6816,1,0.010702718,32,1,71.0,,3,0,0,0,0.0
63918,1,0.378299203,33,0,0.840889502,5800.0,14,0,4,0,0.0
46814,0,0.020113736,47,0,0.35579415,2700.0,12,0,1,0,2.0
94354,0,0.046657532,74,0,0.393133998,9029.0,6,0,1,0,0.0
64906,0,0.9999999,31,0,0.465905034,2800.0,3,0,2,0,2.0
139326,1,0.005094995,45,0,0.47742043,6000.0,7,2,3,0,2.0
103444,1,0.182434408,40,1,0.836034519,4750.0,21,0,1,0,1.0
2281,1,1.388611389,27,0,0.036021023,7800.0,3,0,0,1,0.0
2695,0,0.020155104,65,0,101.0,,17,0,0,0,0.0
70657,1,0.9999999,30,0,0.162503673,3402.0,1,0,0,2,4.0
78496,0,0.40684771,61,1,2247.0,,6,0,1,0,0.0
73609,0,0.241536923,37,0,0.249695196,4100.0,7,0,1,1,2.0
34410,1,1.04636291,70,1,0.026858214,1600.0,5,1,0,0,0.0
128207,1,0.962375073,30,1,0.066896928,5500.0,2,0,0,0,3.0
145977,0,0.061481748,56,0,0.197985986,28400.0,7,0,2,0,2.0
5521,1,0.9999999,24,0,0.0,1100.0,0,0,0,0,0.0
143945,0,0.100240886,39,0,0.4419018,4500.0,10,0,2,0,0.0
9771,1,0.061197152,31,1,0.085319113,6000.0,16,2,0,0,0.0
146124,0,0.005255048,56,0,0.263122813,6000.0,14,0,1,0,0.0
145323,0,0.552999484,32,0,0.155974004,6000.0,6,0,0,0,0.0
73047,0,0.126899109,55,0,0.333031088,7719.0,8,0,1,0,0.0
142806,0,0.0,74,0,66.0,,8,0,0,0,0.0
21912,0,0.086405994,32,0,471.0,,7,0,0,0,
145789,1,1.012250161,39,0,0.402711864,1474.0,10,0,0,0,0.0
137801,0,0.83261914,44,0,0.301488558,4500.0,5,0,2,0,0.0
18690,0,0.006906979,51,0,0.562962963,5129.0,16,0,1,0,0.0
23809,0,0.454821807,53,1,0.439746612,6787.0,8,0,2,0,2.0
88789,0,0.026981986,28,0,0.262696383,2736.0,8,0,0,0,0.0
35067,1,0.9999999,55,0,41.0,,0,0,0,0,1.0
77580,0,0.015126958,29,0,0.007220217,3600.0,2,0,0,0,0.0
109114,0,0.876188928,69,2,0.412974684,5687.0,9,0,1,0,0.0
14341,1,0.311880534,35,2,0.726420987,1600.0,11,2,0,1,2.0
148573,0,0.036192761,26,0,5.0,,2,0,0,0,
145084,1,0.814065885,48,1,0.232067511,5450.0,7,3,0,0,2.0
97989,0,0.015926694,86,0,13.0,,6,0,0,0,
8249,1,0.799112098,63,0,0.010024301,3291.0,3,2,0,0,0.0
109596,1,0.709035617,45,0,0.527155816,8708.0,12,0,3,0,3.0
88194,0,0.049361313,44,0,0.379393146,4580.0,9,0,2,0,0.0
9544,0,0.345169383,59,1,0.740315315,4439.0,23,0,1,0,1.0
96323,0,0.356537469,38,0,0.432087675,5565.0,8,0,1,0,2.0
16172,0,0.091988091,77,0,369.0,,8,0,0,0,0.0
109599,0,0.037981009,63,0,742.0,,7,0,0,0,0.0
144610,0,0.033753031,51,0,0.452008586,3260.0,7,0,1,0,2.0
55902,0,0.258028309,51,0,0.43742503,2500.0,13,0,1,0,2.0
80387,0,0.029586362,37,0,0.422097156,3375.0,11,0,3,0,1.0
30058,0,0.440878968,26,0,549.0,,5,0,0,0,0.0
24657,1,0.084895683,59,0,0.596420717,13186.0,18,0,4,0,1.0
70559,0,0.002365226,54,0,2040.0,,8,0,1,0,0.0
140707,1,0.9999999,32,0,0.080204399,4500.0,10,0,0,0,1.0
120283,1,0.9999999,41,0,0.025151226,3140.0,2,0,0,0,3.0
132795,0,0.165922272,30,0,2251.0,,11,0,2,0,0.0
85663,0,0.529983242,49,0,0.472890834,8225.0,11,0,2,0,5.0
64586,0,0.032654667,67,0,29.0,,4,0,0,0,
86498,1,0.9999999,27,4,0.831445703,1500.0,4,3,1,0,0.0
75431,0,0.051626977,47,1,0.117868486,8500.0,15,1,0,0,0.0
135083,0,0.085550838,43,0,0.020543587,11000.0,7,0,0,0,3.0
20078,0,0.977563712,41,0,0.517247125,6000.0,6,0,1,0,0.0
11518,0,0.006729945,64,0,2.072069546,10697.0,15,0,11,0,0.0
